Comment,Cluster
wish actually,not_cyberbullying
season 2015 2016,not_cyberbullying
next advertise continuing tennis,not_cyberbullying
rt annie go ahead punch ovary,other_cyberbullying
dumb idea put armed guard school,other_cyberbullying
talking tell many want kill apostate implement sharia,ethnicity
rt rt billspindle power top fighter ground religious war side,ethnicity
paying attention,not_cyberbullying
wow undocumented confirmation bias stinking comment sure convinces one,gender
thinking another round instant coming,not_cyberbullying
met plenty people educated private school still fail basic grammar,ethnicity
lot ppl willing give u punch missing colin,other_cyberbullying
rt committed bow h,ethnicity
true amp still suffering backlash damn car accident,not_cyberbullying
promo great time around tho,other_cyberbullying
fear child bullied book help make difference change everything,ethnicity
rt find truly astounding number thought piece fail recognize offensive segment even without tw,ethnicity
lmao guh hoe dne told ion care fr fr,not_cyberbullying
give thing need money cant buy,not_cyberbullying
several year since contributed code,ethnicity
asked commit bit retired,ethnicity
wadhwa woman write book woman tech published name title,ethnicity
slave girl right liar,other_cyberbullying
owner could kill would punishment,ethnicity
like ash camilla screen presence,not_cyberbullying
president ever without winning ohio,ethnicity
rt people see supporting already making fun,not_cyberbullying
happy help course,not_cyberbullying
lance armstrong award sportsmanship 2015 go,ethnicity
rt feminist need female,other_cyberbullying
twitter school computer,not_cyberbullying
rt miserable martha pathetic patty amp bullshit becky sððððððð½ââï,other_cyberbullying
u lend heart,not_cyberbullying
malfunction,ethnicity
every day brings u closer able make announcement,not_cyberbullying
chris warcraft,ethnicity
officially hate kat andre hope karma bite hard,other_cyberbullying
went school late got sent home early,not_cyberbullying
possibly wont able attend tomorrow,ethnicity
rt literally month attack one single criticism response leveled actual work,other_cyberbullying
yeah kat laugh hard brought back earth laughing,other_cyberbullying
doubt ever street fire fight,ethnicity
venham aceito bullying tbm,other_cyberbullying
idea help victim bullying,other_cyberbullying
send email tomorrow morning,not_cyberbullying
islam racist,ethnicity
lovie case enough get fired,other_cyberbullying
av really needed man,other_cyberbullying
made right pick,not_cyberbullying
started watching port v magpie turned,not_cyberbullying
hate see bullying workplace,other_cyberbullying
tongs memory camper,not_cyberbullying
see logic screwed moral,other_cyberbullying
rt distorting effect internet make even worse relatively minor figure online get scrutiny normally reserved,not_cyberbullying
colin believe meant say enlarged clogged heart,ethnicity
rt fighter daughter mt fight love enemy fight hate,ethnicity
ok officially dislike kat,other_cyberbullying
amp make little secret emotional roller coaster pain almost monkey shoulder,other_cyberbullying
executing egyptian suppose make egyptian,ethnicity
explain 5 translator would use strike,ethnicity
hehehee trying,not_cyberbullying
seriously stoked girl got pretty cook,other_cyberbullying
living ground like rat appropriate daesh,ethnicity
tell get one weird hexa thing never talk,other_cyberbullying
amp classmate haha,other_cyberbullying
going antonios lunch,other_cyberbullying
rt blizzard taking aim toxic player hero storm,not_cyberbullying
lol look facebook,other_cyberbullying
going whale time trend,not_cyberbullying
kat andre absolute dickhead,other_cyberbullying
bought tom,ethnicity
problem need people like casey end bullying,other_cyberbullying
would iraq election,ethnicity
real shame,other_cyberbullying
union bullying head shut school public sector strike telegraph,other_cyberbullying
go back top thread read,ethnicity
small national service go wey dey go thru hell ahhhh wey screening tired koraa,not_cyberbullying
thanks rts,not_cyberbullying
quite shake feeling tiny bit rigged,other_cyberbullying
since bully add value show,other_cyberbullying
countless woman killed every day single number forgotten,ethnicity
tied pseudonym real name even,not_cyberbullying
idea anyone seeing blue,not_cyberbullying
radial momentum mean fly away,ethnicity
way plane atmosphere radial momentum,ethnicity
someone posted facebook response woman tweeting earlier today,other_cyberbullying
bradford team 6 debut hansen flynn branston stewart hanson compton mitchell bully syers moore threlfall,not_cyberbullying
event putin used event grab power diminish russian freedom supposedly security,ethnicity
deeply misogynist propagate wild conspiracy theory suggesting woman gaming fake death ra,ethnicity
offered contact info speaking care contribute,ethnicity
rt navigated moroccan desert w gps chase crew cell phone,ethnicity
andre catch,not_cyberbullying
sometimes know colin saying,other_cyberbullying
kat contradictory cow,other_cyberbullying
say regret voting strategically,ethnicity
blizzard proxying tweet instead sending tweet content directly twitter wow client,ethnicity
annie coated 1000 sunscreen,not_cyberbullying
good way compliment colin,other_cyberbullying
come friend sneaked concert without ticker,other_cyberbullying
quip played classification would u take clairton quip,other_cyberbullying
nandos advert really happen,other_cyberbullying
happy birthday love,not_cyberbullying
thanks girl love u,other_cyberbullying
colin scoring rating tonight,other_cyberbullying
7 roasted bird stuffed couscous,other_cyberbullying
free make choice good,not_cyberbullying
well going bk next yer moved ohio finishing last semester online school,not_cyberbullying
least churchill got right,ethnicity
bully beatdown,other_cyberbullying
may try locate another hug,not_cyberbullying
holy shit rather commit suicide get bullied,other_cyberbullying
14 team week instant restaraunts,not_cyberbullying
maybe girl le ticket worry cooking,other_cyberbullying
judge frosty scoring rosti,other_cyberbullying
yeah pole dancing biggest achievement,other_cyberbullying
aside knew actually look move sexy bonus class,other_cyberbullying
know old old old school song something wrong,other_cyberbullying
love pink campaign self love anti bullying ovarian cancer noh8 comin soon,other_cyberbullying
team rough scoring girl deserve better,other_cyberbullying
ahaha reason anyone would bully,other_cyberbullying
matter talented everybody going like thats life stay strong,ethnicity
cramp hell,other_cyberbullying
fav team far definitely eva amp debra rose amp josh annie amp loyd robert amp lynzy sherie amp emilie jaz amp shaz order,not_cyberbullying
long assert right kill leaving,ethnicity
worth trip alone,ethnicity
photo u took awful send,other_cyberbullying
time fool saying fight germany good german,ethnicity
rt blame team,not_cyberbullying
rt big government anti freedom fuck favour fat shaming,other_cyberbullying
smh college,ethnicity
three paper reference far able locate third,ethnicity
drowning self destructive pc stupidity,other_cyberbullying
bible still concept eternal jihad humanity,ethnicity
comparison santa would apt,ethnicity
lot talk around blocker tonight,other_cyberbullying
score low save,ethnicity
obviously strategic voting,ethnicity
6 italian scientist sent prison failing predict 2009 earthquake,ethnicity
admit lot people died really,ethnicity
prophet mohammed people executed criticizing,ethnicity
ypg civilian leave fight,ethnicity
daesh hold prisoner us shield,ethnicity
im pissed fucking hate everything everyone,other_cyberbullying
2013 education resolution go school pharmacy successful,ethnicity
chickeny thing,other_cyberbullying
technical terminology,ethnicity
try amp claim innocence statistic paint someone avoid,ethnicity
rt fact say intended car literally say windshield wiper limi,other_cyberbullying
really really curious see happens,not_cyberbullying
done neat stuff statsd graphite abuse metric,not_cyberbullying
three error known error unknown error unknown unknown error,ethnicity
thanks intellectual response,ethnicity
pretty entertained see half conversation,other_cyberbullying
rt escaped syrian child soldier join,ethnicity
well whittled 18 14 short month,not_cyberbullying
god another fucking instant restaurant round,other_cyberbullying
got class early today,not_cyberbullying
always get hungry watching,other_cyberbullying
unfortunately russia source terror,ethnicity
ukraine humanitarian reason,ethnicity
first choice,ethnicity
guy even know difference 3,other_cyberbullying
bringing one reason,not_cyberbullying
gamergate brought harassment limelight rest assured always,ethnicity
unrelated highlander,not_cyberbullying
also prefer fletch life first reason gb 2,not_cyberbullying
even afford pay fighter,ethnicity
caught sprawled side chewing bully bone like lazy bum,other_cyberbullying
around 2 30 ish cause get outta class 1 50,not_cyberbullying
daesh fleeing kobane countryside,ethnicity
saw blown church beheaded copt mass graf,ethnicity
surley another round instant restaurant,not_cyberbullying
thirsty vagina warrior name new girl band,other_cyberbullying
old girl band bully pulpit trial balloon broke,not_cyberbullying
something need immediate attention randi work well,ethnicity
trying decide time contact police call w lawyer,not_cyberbullying
never thought say unless trouble tequila involved,other_cyberbullying
heard correctly,not_cyberbullying
find impactful talk based around story tough balance,ethnicity
rt stuffing instant couscous immediate elimination,not_cyberbullying
snap manu best judge reply ur bad score strategic voting,not_cyberbullying
realize cook good well,other_cyberbullying
50 000 70 000 would guess,not_cyberbullying
rt awwww lovely sentiment caring imam,ethnicity
people school,not_cyberbullying
im cold wish bf give sweatshirt hahahaha yeah right,other_cyberbullying
would say egotistical let go danger mouse childish gambino,other_cyberbullying
bought crepe really know going call fruit burrito,other_cyberbullying
person doxxed 8chan,other_cyberbullying
despite person posted amp others home address suddenly see problem,ethnicity
got school thursday,not_cyberbullying
rt think different thing happened since last august think thing like th,not_cyberbullying
already tell going one person stay contact leave school,not_cyberbullying
getting ready kill stuff teammate,not_cyberbullying
would back hand,not_cyberbullying
nigga wan na fight school shit,other_cyberbullying
school 11 tmr,not_cyberbullying
state established war,ethnicity
first time ever watching,not_cyberbullying
cooked bbq,not_cyberbullying
well articulated,not_cyberbullying
kat proud serving shit,other_cyberbullying
got one weirdest insult ever seen slung mra gater whatever,other_cyberbullying
man sexually assaulted friend high school two others cop home town,other_cyberbullying
ahhh arm numb,other_cyberbullying
rt synagogue shooting victim dy copenhagen edge,ethnicity
offensive daesh try mount look weaker pitiful last,ethnicity
remember half ppl,not_cyberbullying
rt resident leaving en masse tal abyad ypg fsa advance liberated town isi terrorist,ethnicity
powerful lineup informative guest talk school safety 12 23 106,not_cyberbullying
phone 8 going cry,other_cyberbullying
rt naah sexist someone get shirt please,other_cyberbullying
curious gamergate find offensive overweight completely unapologetic amp unashamed,other_cyberbullying
think biggest problem much reliance wow service external mechanism,ethnicity
target woman know fight back lot le,not_cyberbullying
sorry watching another round,other_cyberbullying
getting beyond ridiculous,other_cyberbullying
actually get people cook let know,other_cyberbullying
go read pact umar relegates third class citizenship,ethnicity
rt meanwhile back english boyz tent,other_cyberbullying
bully prevention curriculum free online proven,gender
anonymous thing,ethnicity
jason wadhwa promoting would require id home address pay use,ethnicity
mi either claim seh want get lazy attitude towards school,other_cyberbullying
stalking fresh cal,not_cyberbullying
rt kathy sierra silicon valley meritocracy skater culture,not_cyberbullying
answer good side fighting aleppo,ethnicity
best lipdub nobody top u class 2012 sayy whaaa,other_cyberbullying
still think course need work,ethnicity
great half course paired ok half course good full course,not_cyberbullying
rt drasko steve trying impress collin bad,other_cyberbullying
te mereces un bullying,other_cyberbullying
took quixkweave hair grown thick,other_cyberbullying
oh sa keep competition,ethnicity
thought cooking,not_cyberbullying
daesh scared helpless left propaganda campaign lie,ethnicity
kat andre must pretty fucking shit cook need vote team 1,other_cyberbullying
like butcher girl kat amp andre dirty player cheat cook,other_cyberbullying
one hoping two fail hard,not_cyberbullying
vegetable fritter fresh corn yum,ethnicity
one hour pre show hosted bully ray please,other_cyberbullying
hate eveyone,other_cyberbullying
skip school every wednesday monday tuesday thursday sunday,not_cyberbullying
rt maine man charged choking 2 cat death,not_cyberbullying
get wig snatched today ð need hair cut bad ð,other_cyberbullying
confused idea inflicting obesity others,other_cyberbullying
like force feeding doritos,other_cyberbullying
photo grandson,ethnicity
1 strategy bastedry,ethnicity
mean disadvantage woman body advantage sport flexibility size etc,not_cyberbullying
2 thing im really ready,not_cyberbullying
cant wait happen,other_cyberbullying
haha kate wiped smile face,other_cyberbullying
many contestant make kunte quickly loose interest yes,not_cyberbullying
many round,not_cyberbullying
honestly asked year,not_cyberbullying
b answer readily,ethnicity
go ash carmella cook breakfast,ethnicity
gaters started spamming instead account,not_cyberbullying
cool modifying ggautoblocker use mute acct,other_cyberbullying
real get bullying victim fight back help brazilian jiu jitsu royalty,other_cyberbullying
think got mine one else wanted touch code working,not_cyberbullying
people getting mad racist getting fired favorite mouse squeak white supremacy,other_cyberbullying
posted subreddit modded person claim doxxed,other_cyberbullying
need force daesh move place place reenforce troop need hit transition,ethnicity
loving ur pic babe xx,other_cyberbullying
rt self appointed vigilante feminism yet share article proclaims men needed,ethnicity
light situation libya tell u time gave bullying person despotic bos comeuppance,ethnicity
reason release gold dinar gold,ethnicity
handle another round crap,other_cyberbullying
playing wooly bully sam sham pharaoh,other_cyberbullying
target demographic 1950s businessmen apparently,ethnicity
fun fact draper fucking love tea,other_cyberbullying
rt lady gentleman interrupt regular tirade remind thor frog,other_cyberbullying
grate thing simple many expressed single word freedom justice honor duty mercy hope,ethnicity
kat andre scored strategically stay bloody competition,ethnicity
colin u r kidding lame comment made,other_cyberbullying
another conspiracy theory idiot data,ethnicity
although police fairly nice,not_cyberbullying
able without problem,ethnicity
27 monitor lot lighter dumbbell use,not_cyberbullying
like waiting since school started,not_cyberbullying
vc sofres bullying,other_cyberbullying
many good looking dish also bad one,not_cyberbullying
é galero sofro bullying memo,other_cyberbullying
philosophical exercise,ethnicity
quran repeatedly tell fear allah,ethnicity
negativity aint nobody got time dat,other_cyberbullying
got active twitter fact going active,not_cyberbullying
16 kitchen invention take away worst thing peeling fruit,other_cyberbullying
remember could forget,not_cyberbullying
real attack,ethnicity
haphazard ineffective long range shelling,not_cyberbullying
disappear a10s arrival,ethnicity
always hear people claim oil u motivation never rational argument,ethnicity
kat amp andre got right slap wish literal,other_cyberbullying
vile individual taking great satisfaction negative others,other_cyberbullying
cave nearby colin keep stuff,not_cyberbullying
congratulation illinois becoming 15th state reach marriage equality,ethnicity
stand bully,other_cyberbullying
rt force managed cut main road tel afar disrupt supply chain,ethnicity
multiple hadith say apostate must killed,ethnicity
amp see isi statement actually arab nationalism,ethnicity
think password work,ethnicity
stored plaintext,ethnicity
provider easily decrypt,ethnicity
hottest bully ever,other_cyberbullying
obvious care anymore,not_cyberbullying
give half fuck sweatshop labor derail,other_cyberbullying
gay teen sue minnesota school district bullying policy via,other_cyberbullying
5 translation 33 33,ethnicity
police radio stop bullet make bully vest police radio,ethnicity
wish school easy half girl,other_cyberbullying
wait comeuppance,not_cyberbullying
would claim point tying shoe shirt buttoned,other_cyberbullying
stand watch two word fail,ethnicity
love tweet whine want never sportscaster woman,other_cyberbullying
gamergate repeatedly proven linking url mean shit comprehension,other_cyberbullying
also wrong let get away,not_cyberbullying
rt woman feel guilty attacked scary true tech,other_cyberbullying
seriously see white,other_cyberbullying
rt hope lynn amp tony saved,ethnicity
girl terrible cook,other_cyberbullying
queensland cunt hat reminds brian blessed boring man planet earth,not_cyberbullying
unique challenge uphold feminist ideal heated argument second language three men,other_cyberbullying
rt guy sex tape leaked,other_cyberbullying
rt love life,not_cyberbullying
wish could sample,ethnicity
obscene thing ruby evening,other_cyberbullying
waiting sync bitch mac amp imma blast beat,other_cyberbullying
swear god 82 6 girl even understand rule football,other_cyberbullying
believe another nice irish expression would colin fecking eejit,other_cyberbullying
ruined everything life,ethnicity
fuck get away bullshit,other_cyberbullying
sore winner,other_cyberbullying
cooking ear,other_cyberbullying
thegoodguysau,ethnicity
ordering shoe sweater online tonight cleaned house,other_cyberbullying
pwi video latest tna spin cycle bully ray mickie james,other_cyberbullying
think anyone know want highschool,not_cyberbullying
mean still pretty young,other_cyberbullying
bullying need,other_cyberbullying
presented without comment,ethnicity
settle 300 winchester mag building,ethnicity
kat annie showdown sudden death could literal,not_cyberbullying
oh need bullying bbz,other_cyberbullying
havent seen elliott 2 year boy comin delco one week let fucking go,other_cyberbullying
rt thanks great talk digital government,ethnicity
rt lloyd drasko think camping going easy,not_cyberbullying
mean people calling camp year,other_cyberbullying
rt university muslim student admits made whole story,ethnicity
congrats ash amp camilla,not_cyberbullying
congrats breaking great record,ethnicity
exactly red,ethnicity
love coffee,other_cyberbullying
favorite brand coffee brew house,not_cyberbullying
think right murder anyone offends,other_cyberbullying
rt must say useless term dealing harassment,other_cyberbullying
still team need voted island,ethnicity
contestant frustratingly annoying,other_cyberbullying
better go class today,not_cyberbullying
hell thinking company name,other_cyberbullying
leader extorted jizya,other_cyberbullying
anyone fallen irony vortex created,other_cyberbullying
one safe one,not_cyberbullying
watching bully beat shit funny af,other_cyberbullying
laying watching school daze,not_cyberbullying
australia spends two month deciding whether red bully,not_cyberbullying
need chill sometime soon everyone bdl home college,not_cyberbullying
people stretch way blame u everything,other_cyberbullying
9 month lost 3 team,not_cyberbullying
right call bully 4 exposing big lie via,other_cyberbullying
ready run playing mkr background music,not_cyberbullying
rt anyone else would least answered lauren question say look critique ensler work,not_cyberbullying
rt vicky celine team sudden death,not_cyberbullying
surprise although would nice kat,other_cyberbullying
claim physically superior right,ethnicity
